ka,url,first_name,last_name,full_name,bio,height,birthday,age,hometown_city,hometown_state,ignore,education,medals_gold,medals_silver,medals_bronze,sport,thumbnail_url,thumbnail_alt_text,thumbnail_photo_credit
blt6f10c5335a2d5b43,/profiles/haley-batten-1101817,Haley,Batten,Haley Batten,"<h5>Personal</h5><ul><li>At 9 years old, Batten and her little brother joined in on the local mountain bike races with their dad</li><li>When she was 14, she earned her first national title and began to dream big about becoming a professional cross-country racer</li><li>She has achieved three national titles as a junior and another in U23, won a U23 world cup and was part of the U.S. team relay at world championships where they earned a silver medal</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Paris 2024, silver (Cross Country - Women)</li><li>Olympic Games Tokyo 2020, 9th (Cross Country - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2020 – 4th (Cross Country - Women, Cross Country Team Relay - Mixed)</li><li>Years of participation: Cross Country - Women 2015, 2016, 2017, 2018, 2019, 2020; Cross Country Team Relay - Mixed 2018, 2019, 2020</li><li>Medals: 1 (1 silver)</li><ul><li>Silver – 2019 (Cross Country Team Relay - Mixed)</li></ul></ul>","5'8""",9/19/1998,25,Los Gatos,CA,University Canada ’20,University Canada,0,0,0,Cycling,https://res.cloudinary.com/usopc-prod/image/upload/v1686330091/TeamUSA%20Assets/Migration/Athlete%20Profiles/Haley%20Batten/Batten_Haley_150x250-1.jpg,Haley Batten,
blt226b7d0e7340fc15,/profiles/kenny-bednarek-1172339,Kenny,Bednarek,Kenny Bednarek,"<h5>Personal</h5>Son of Mary Benarek...Has a fraternal twin brother named Ian...Became the first American athlete to break 20 seconds in the 200-meter and 45 seconds in the 400-meter on the same day at the 2019 NJCAA Championships in Hobbs, New Mexico...Named USA Track &amp; Field Athlete of the Week on May 22 in 2019, for his record-setting performance at the NJCAA Championships.<h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Tokyo 2020, silver (200m - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 5th (200m - Men)</li><li>Years of participation: 200m - Men 2019, 2022, 2023</li><li>Medals: 1 (1 silver)</li><ul><li>Silver – 2022 (200m - Men)</li></ul></ul>","6'2""",10/14/1998,25,Rice Lake,WI,Indian Hills Community College,Indian Hills Community College,0,1,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1680005018/TeamUSA%20Assets/Athlete%20Profiles/Kenny%20Bednarek%201172339/bednarek_kenneth_150x250.jpg,Kenneth Bednarek,
bltd0336eef590411bd,/profiles/william-bender,William,Bender,William Bender,"<h5>Personal </h5><ul><li>Hobbies include downhill, cross-country and water skiing.</li></ul><h5>Career Highlights</h5><ul><li>GOLD - Pair event, 2024 U.S. Olympic &amp; Paralympic Team Trials Rowing</li><li>GOLD - Pair event, 2023 USRowing Senior National Team Trials </li><li>BRONZE - Varsity Eight, 2021 IRA National Championships</li></ul><p></p><p></p>",,,,Norwich,VT,Dartmouth College,Dartmouth College,0,0,0,Rowing,,,
blt6b37f892629f922b,/profiles/perris-benegas-1117622,Perris,Benegas,Perris Benegas,"<h5>Personal</h5><ul><li>Got her start in freestyle BMX while growing up in Reno, Nevada, thanks to her older brother, Tyler and his friends</li><li>She was the only girl among them, but that didn’t stop her from learning new skills</li><li>Is a coffee enthusiast</li><li>One of her hobbies is Muay Thai</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Paris 2024, silver (Freestyle Park - Women)</li><li>Olympic Games Tokyo 2020, 4th (Freestyle Park - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2022 – 7th (Freestyle Park - Women)</li><li>Years of participation: Freestyle Park - Women 2018, 2019, 2021, 2022</li><li>Medals: 1 (1 gold)</li><ul><li>Gold – 2018 (Freestyle Park - Women)</li></ul></ul>",,7/22/1995,29,Reno,NV,,,0,0,0,Cycling,https://res.cloudinary.com/usopc-prod/image/upload/v1680004986/TeamUSA%20Assets/Athlete%20Profiles/Perris%20Benegas%201117622/Benegas_Perris_headshot.jpg,Head Shot,
blt97c38bacb9ea5285,/profiles/andy-benesh,Andy,Benesh,Andy Benesh,"<h5>Personal</h5><ul><li><span>Introduced to the sport at the Palos Verdes High School sand courts, where the indoor team trained during the offseason</span></li><li>Played indoor volleyball at USC, but switched to beach in 2018</li><li><span>In his first four years, he played alongside several AVP legends, including Nick Lucena, Phil Dalhausser, Casey Patterson, and Billy Allen</span></li><li>Is partnered with <span>up-and-coming beach volleyball star Miles Partain for the Olympic Games Paris 2024</span></li><li>Hobbies include reading and playing video games</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 5th (Team - Men)</li><li>Years of participation: Team - Men 2023</li><li>Top finish: 5th – 2023 (Team - Men)</li></ul><h5>Career Highlights</h5><ul><li>Junior World Championships, 2015 (Team - Men)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Men)</li></ul></ul>","6'9""",3/14/1995,29,Rancho Palos Verdes,CA,USC '17,University of Southern California,0,0,0,Beach Volleyball,https://res.cloudinary.com/usopc-prod/image/upload/v1718389865/TeamUSA%20Assets/Athlete%20Profiles/Andy%20Benesh%20853238/Benesh_A_thumbnail.jpg,Andy Benesh looking off camera,Getty Images
blt1c929a45a272eebb,/profiles/rai-benjamin-1140303,Rai,Benjamin,Rai Benjamin,"<h5>Personal</h5><ul><li>Son of Winston Benjamin and Jeanette Mason</li></ul><p>When he isn’t sprinting and hurdling, he can often be found playing Fortnite or enjoying the L.A. restaurant scene.<span></span></p><h5>Olympic Experience</h5><ul><li>1-time Olympian; 2-time Olympic medalist (1 gold, 1 silver)<ul><li>Olympic Games Tokyo 2020, gold (4 x 400m Relay - Men), silver (400m Hurdles - Men)</li></ul></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (4 x 400m Relay - Men), bronze (400m Hurdles - Men)</li><li>Years of participation: 4 x 400m Relay - Men 2019, 2023; 400m Hurdles - Men 2019, 2022, 2023</li><li>Medals: 5 (2 gold, 2 silver, 1 bronze)<ul><li>Gold – 2023 (4 x 400m Relay - Men); 2019 (4 x 400m Relay - Men)</li><li>Silver – 2022 (400m Hurdles - Men); 2019 (400m Hurdles - Men)</li><li>Bronze – 2023 (400m Hurdles - Men)</li></ul></li></ul>","6'3""",7/27/1997,27,Mount Vernon,NY,University of Southern California,University of Southern California,1,1,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1680005087/TeamUSA%20Assets/Athlete%20Profiles/Rai%20Benjamin%201140303/Benjamin_Rai.jpg,Head Shot,
bltfa6051cf69131044,/profiles/katharine-berkoff,Katharine,Berkoff,Katharine Berkoff,"<h5>Personal</h5><ul><li>Daughter of four-time Olympic medalist, David Berkoff</li><li>Five-time NCAA Champion</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (4 x 100m Medley Relay - Women), bronze (100m Backstroke - Women, 4 x 100m Medley Relay - Mixed), 5th (50m Backstroke - Women)</li><li>Years of participation: 100m Backstroke - Women 2023; 4 x 100m Medley Relay - Mixed 2023; 4 x 100m Medley Relay - Women 2023; 50m Backstroke - Women 2022, 2023; 100m Backstroke (SC) - Women 2021; 4 x 100m Freestyle Relay (SC) - Women 2021; 4 x 100m Medley Relay (SC) - Women 2021; 4 x 200m Freestyle Relay (SC) - Women 2021; 4 x 50m Freestyle Relay (SC) - Women 2021; 4 x 50m Medley Relay (SC) - Mixed 2021; 4 x 50m Medley Relay (SC) - Women 2021</li><li>Medals: 10 (3 gold, 4 silver, 3 bronze)</li><ul><li>Gold – 2023 (4 x 100m Medley Relay - Women); 2021 (4 x 100m Freestyle Relay (SC) - Women, 4 x 50m Freestyle Relay (SC) - Women)</li><li>Silver – 2022 (50m Backstroke - Women); 2021 (4 x 200m Freestyle Relay (SC) - Women, 4 x 50m Medley Relay (SC) - Mixed, 4 x 50m Medley Relay (SC) - Women)</li><li>Bronze – 2023 (100m Backstroke - Women, 4 x 100m Medley Relay - Mixed); 2021 (100m Backstroke (SC) - Women)</li></ul></ul><h5>Career Highlights</h5><ul><li>2024 NCAA Championships, 1st (100Y Backstroke, 100Y Freestyle)</li><li>2023 Toyota U.S. Open Championships, 3rd (100m Backstroke)</li><li>2023 Phillips 66 U.S. National Championships, 1st (50m Backstroke)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Paris 2024, bronze (100m Backstroke - Women)</li></ul></ul>",,1/28/2001,23,Missoula,MT,North Carolina State University,North Carolina State University,0,0,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1718928060/TeamUSA%20Assets/Athlete%20Profiles/Katharine%20Berkoff%201113361/Berkoff_K_thumbnail.jpg,Katharine Berkoff smiling,Getty Images
blt1d29105218999fad,/profiles/justin-best,Justin,Best,Justin Best,"<h5>Personal</h5><ul><li>Son of Jeanne and Glenn Best, and grew up the youngest of two children with older brother Garren</li><li>His parents watched ""The Social Network"" and thought since the actors who portrayed the Winklevoss twins had big upper bodies, he would be perfect for the sport and signed him up for a summer camp the next day</li><li>Hobbies include reading, video games, exercising, and watching movies.</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 gold)</li><ul><li>Olympic Games Paris 2024, gold (Four - Men)</li><li>Olympic Games Tokyo 2020, 4th (Eight - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (Four - Men)</li><li>Years of participation: Four - Men 2023; Pair - Men 2022</li><li>Medals: 1 (1 silver)</li><ul><li>Silver – 2023 (Four - Men)</li></ul></ul>","6'4""",8/17/1997,26,Kennett Square,PA,"Drexel University ‘19, Business and Engineering",Drexel University,1,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1680005065/TeamUSA%20Assets/Athlete%20Profiles/Justin%20Best%201188025/Best_Justin_150x250.jpg,Head Shot,
blt29d9a038326247fd,/profiles/kamal-bey,Kamal,Bey,Kamal Bey,"<h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 10th (77kg - Men)</li><li>Years of participation: 77kg - Men 2018, 2022, 2023</li><li>Top finish: 7th – 2018 (77kg - Men)</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games, Santiago, 2023 (77kg - Men)</li><li>Junior World Championships, Trnava, 2018 (77kg - Men)</li><li>Junior World Championships, Tampere, 2017 (74kg - Men)</li><li>World Championships U23, Bydgoszcz, 2017 (80kg (2014-2018) - Men)</li><li>Junior World Championships, Mâcon, 2016 (74kg - Men)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, (77kg - Men)</li></ul></ul>","5'8""",1/3/1998,26,Bellwood,IL,,,0,0,0,Wrestling,,,
blt51269a0fd8fb7ba8,/profiles/simone-biles,Simone,Biles,Simone Biles,"<h5>Quick Facts</h5><ul><li><strong>Sport:</strong> Artistic gymnastics</li><li><strong>Level:</strong> Senior international elite</li><li><strong>Years on national team:</strong> 2012-2016, 2018-2021, 2023-present</li><li><strong>Gym:</strong> World Champions Centre (2015-present), Bannon’s Gymnastix Inc. (2003-2014)</li><li><strong>Coach(es):</strong> Laurent Landi, (2015-present) Cecile Canqueteau-Landi (2015-present), Aimee Boorman (2004-14)</li><li><strong>Choreographer:</strong> Sasha Farber</li><li><strong>Eponymous skills:</strong><ul><li>Biles (6.0) (vault): Yurchenko half on-straight front salto double twist off</li><li>Biles II (6.4) (vault): Yurchenko double pike</li><li>Bikes (H) (balance beam): double-twisting double tucked salto dismount</li><li>Biles (G) (floor exercise): double layout salto half out</li><li>Biles II (J) (floor exercise): triple-twisting double tucked salto (“triple double”)</li></ul></li></ul><h5>Biographical Information</h5><p>Simone Biles is one of the most celebrated athletes of all time and the most decorated U.S. gymnast in history. At the Olympic Games Rio 2016, she earned an unprecedented four gold medals in the floor exercise, vault, all-around and team segments. She became the first woman to achieve such a feat since 1974.</p><p>Biles was honored with the prestigious Presidential Medal of Freedom in 2022. She once again led the U.S. national gymnastics team to victory in the 2023 world championships, securing another gold medal.</p><p>At the Olympic Games Tokyo 2020, she contributed to Team USA's success, earning silver as a team and adding a bronze medal in the balance beam event.</p><p>Simone Biles remains a pivotal figure for the U.S. national gymnastics team as they prepare for the Olympic Games Paris 2024.</p><h5>Olympic History</h5><p>Biles solidified her status as one of the greatest gymnasts of all time, with remarkable achievements at the Olympics Games throughout her career. Every time she steps onto the Olympic stage, she captivates the nation and her record-breaking achievements have ignited a sense of pride and admiration among Americans.</p><p></p><h6><span>Olympic Games Rio 2016:</span><span><em></em></span></h6><ul><li><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>Floor Exercise Final (Aug. 16, 2016):</em></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles dazzled with her floor exercise routine, earning yet another gold medal and cementing her status as a gymnastics legend.</span></li><li><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>Women's Qualification (Aug. 7, 2016):</em></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles led the U.S. national gymnastics team to qualify in first place for the final with a score of 185.238. She qualified individually as the top gymnast for four of the five individual finals: the all-around with a score of 62.416, vault with an average score of 16.050, balance beam with a score of 15.633 and floor exercise with a score of 15.733.</span></li></ul><ul><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>Team Final (Aug. 9, 2016):</em></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles was a pivotal member of the ""Final Five"" U.S. national gymnastics team, which also included Gabby Douglas, Laurie Hernandez, Madison Kocian and Aly Raisman. They clinched the gold medal in the team final.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>All-Around Final (Aug. 11, 2016):</em></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles again claimed the gold medal.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>Vault Final (Aug. 14, 2016):</em></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles continued her winning streak and captured the gold medal in the vault final.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>Balance Beam Final (Aug. 15, 2016):</em></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles secured the bronze medal.</span></p></li></ul><h6><span>Olympic Games Tokyo 2020</span></h6><ul><li><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Team Competition (July 27, 2021): Biles competed in the team competition and contributed to Team USA's silver medal-winning performance.</span></li><li><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Balance Beam Final (August 3, 2021): Biles made a triumphant return to competition in the balance beam final to claim the bronze medal.</span></li></ul><p></p><h5><span>U.S. National Gymnastics Team Career</span></h5><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Simone Biles </span><span style=""font-size: 12pt;"">has dominated the gymnastics world with grace and athleticism since her debut in 2013. With a record-breaking 37 world championships and Olympic medals, Biles is widely considered one of the greatest gymnasts of all time.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Biles has consistently raised the bar in gymnastics through a string of victories from clinching four gold medals at the Rio 2016 Games to her return to the Olympic Games Tokyo 2020. Her performances have earned her many awards and accolades, including being named the Associated Press Female Athlete of the Year in 2019 and 2020. Her success has cemented her legacy as an icon of American gymnastics.</span></p><h6><span>Skills / Floor Routine</span></h6><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Simone Biles is renowned for her skills and performances, particularly in the floor exercise, where her dynamic routines have captivated audiences and displayed her unparalleled athleticism.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">In her floor routines, Biles showcases a wide array of skills, including:</span></p><ul><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Double Layout: Biles often opens her routine with a double layout. This includes two backflips while maintaining a completely stretched body position, demonstrating incredible aerial awareness and control.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Triple Twist: The triple-twisting double backflip is one of Biles' signature moves. In this exercise, she rotates three times in the air while executing a double backflip, showcasing her exceptional tumbling ability.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Front Tumbling Passes: Biles incorporates front tumbling passes into her routine, including versatile front layouts and front double twists, a mastery of both forward and backward tumbling.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Split Jumps and Leaps: Throughout her routine, Biles incorporates split jumps and leaps, demonstrating her flexibility.</span></p></li><li><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Dynamic Choreography: Biles' floor routines are characterized by dynamic choreography with movements synchronized to the music.</span></p></li></ul><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Biles also excels in events including the vault, balance beam and uneven bars. Her unique blend of strength and technical skill and the flawless execution of these innovative routines have earned her many accolades.&nbsp;</span></p><h6><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><em>“Biles” and “Biles II”</em></span></h6><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">When a gymnast successfully performs a skill that has never been executed before in competition, the skill may be named after them. Biles has also left her mark on gymnastics history with skills known as the “Biles” and the “Biles II.” The ""Biles"" floor exercise is a double layout with a half twist, and the ""Biles II"" floor exercise is a double layout with a full twist.</span></p><h5><span>Professional Gymnastics Career&nbsp;</span></h5><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2013:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> In 2013, Simone Biles made her competitive debut at the American Cup in Houston. Biles continued to impress at the U.S. Classic in Chicago, where she demonstrated her skills on a national stage. At the U.S. national championships in St. Louis, she finished third in her division but was crowned national all-around champion, highlighting her exceptional talent and consistency.&nbsp;</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Biles also made history at the 2013 world championships by becoming the first African American gymnast to win multiple medals, solidifying her status as a rising star in the sport.&nbsp;</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2014:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> In 2014, Simone Biles continued her rise in gymnastics with her performance at the world championships, securing gold medals in the all-around, floor exercise and team events. She defended her national all-around title at the U.S. national championships, and her remarkable achievements earned her widespread recognition and acclaim.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2015:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> In 2015, Biles successfully defended her titles at the world championships in the all-around, floor exercise and team events. At the U.S. national championships, she secured her third consecutive national all-around title.&nbsp;</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2016:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Simone Biles reached the pinnacle of her career with a series of victories at the Rio 2016 Games. She made history by clinching four gold medals in the all-around, vault, floor exercise and team events. her status as one of the greatest gymnasts of all time.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2017:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> In 2017, Biles took a brief hiatus from competitive gymnastics but remained involved in the sport, inspiring fans with her resilience and determination.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2018:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles made a triumphant comeback in 2018 at the world championships and secured multiple medals, including gold in the team event and the all-around.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2019:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles made history by successfully executing two new skills named after her.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2021:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles returned to competition at the Tokyo Olympics, contributing to the success of the U.S. national team with a silver medal in the team event and a bronze medal in the balance beam final.&nbsp;</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;""><strong>2023:</strong></span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""> Biles secured multiple medals and accolades at national and international competitions, remaining a role model and inspiration to aspiring gymnasts worldwide.</span><span style=""color: rgb(13, 13, 13);font-size: 12pt;""></span></p><h5><span>Personal Life</span></h5><p><span style=""color: rgb(65, 65, 65);font-size: 12pt;"">Simone Biles married NFL athlete, Jonathan Owens, in 2023. Biles also released an autobiography, </span><span style=""color: rgb(65, 65, 65);font-size: 12pt;""><em>Courage to Soar: A Body in Motion, A Life in Balance</em></span><span style=""color: rgb(65, 65, 65);font-size: 12pt;""> in 2017.</span></p><h5><span>Early Life</span></h5><p><span style=""color: rgb(65, 65, 65);font-size: 12pt;"">Biles was born in Columbus, Ohio, and raised in Spring, Texas. She attended elementary school in Harris County, Texas, until being homeschooled in 2012 to allow for more gymnastics training.&nbsp;&nbsp;</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Her passion for gymnastics began at the age of 6 during a daycare field trip. She quickly displayed a natural affinity and love for the sport. She continued her gymnastics journey at Bannon's Gymnastics, where she honed her skills under the guidance of coaches who recognized her potential and nurtured her talent.</span></p><h5><span>Junior Gymnastics Career</span></h5><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Under the mentorship of coach Aimee Boorman, Biles progressed rapidly through the ranks of the gymnastics world, transitioning to the junior elite division in 2011-2012. Boorman played a pivotal role in shaping Biles' technique, confidence and competitive mindset, laying the foundation for her future success.</span></p><p><span style=""color: rgb(13, 13, 13);font-size: 12pt;"">Biles made her international debut in 2013, representing the United States at prestigious competitions such as the City of Jesolo Trophy and the American Cup. Her stellar performances and exceptional talent quickly garnered attention on the international stage, establishing Biles as a rising star in the world of gymnastics.</span></p><h5>Olympic Experience</h5><ul><li>3-time Olympian; 9-time Olympic medalist (6 gold, 1 silver, 2 bronze)</li><ul><li>Olympic Games Paris 2024, gold (Individual All-Around - Women, Team - Women)</li><li>Olympic Games Tokyo 2020, silver (Team - Women), bronze (Beam - Women), 9th (Floor Exercise - Women, Vault - Women), 11th (Uneven Bars - Women), 25th (Individual All-Around - Women)</li><li>Olympic Games Rio de Janeiro 2016, gold (Floor Exercise - Women, Individual All-Around - Women, Team - Women, Vault - Women), bronze (Beam - Women), 14th (Uneven Bars - Women)</li></ul></ul><h5><span>World Championships Experience</span></h5><ul><li>Most recent: 2023 – gold (Beam - Women, Floor Exercise - Women, Individual All-Around - Women, Team - Women), silver (Vault - Women), 5th (Uneven Bars - Women)</li><li>Years of participation: Beam - Women 2013, 2014, 2015, 2018, 2019, 2023; Floor Exercise - Women 2013, 2014, 2015, 2018, 2019, 2023; Individual All-Around - Women 2013, 2014, 2015, 2018, 2019, 2023; Team - Women 2014, 2015, 2018, 2019, 2023; Uneven Bars - Women 2013, 2014, 2015, 2018, 2019, 2023; Vault - Women 2013, 2014, 2015, 2018, 2019, 2023</li><li>Medals: 30 (23 gold, 4 silver, 3 bronze)</li><ul><li>Gold – 2023 (Beam - Women, Floor Exercise - Women, Individual All-Around - Women, Team - Women); 2019 (Beam - Women, Floor Exercise - Women, Individual All-Around - Women, Team - Women, Vault - Women); 2018 (Floor Exercise - Women, Individual All-Around - Women, Team - Women, Vault - Women); 2015 (Beam - Women, Floor Exercise - Women, Individual All-Around - Women, Team - Women); 2014 (Beam - Women, Floor Exercise - Women, Individual All-Around - Women, Team - Women); 2013 (Floor Exercise - Women, Individual All-Around - Women)</li><li>Silver – 2023 (Vault - Women); 2018 (Uneven Bars - Women); 2014 (Vault - Women); 2013 (Vault - Women)</li><li>Bronze – 2018 (Beam - Women); 2015 (Vault - Women); 2013 (Beam - Women)</li></ul></ul>","4'8""",3/14/1997,27,Spring,TX,"Homeschooled (Spring, Texas) ‘15",,5,1,2,Gymnastics,https://res.cloudinary.com/usopc-prod/image/upload/v1681827149/TeamUSA%20Assets/Athlete%20Profiles/Simone%20Biles/Biles_Simone.jpg,,
